label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_um,mean_intensity,max_intensity
45,986.0,46.2,10.0,1.612290114374728,3.5682482323055424,472.04950573208737,225.4,242.0
46,535.2727272727273,47.09090909090909,11.0,1.3175850953161343,3.742410318509555,495.08969838615985,142.45454545454547,168.0
47,1161.1818181818182,47.45454545454545,11.0,1.4822832322288846,3.742410318509555,495.08969838615985,190.0909090909091,208.0
48,1524.1363636363637,47.54545454545455,22.0,1.0936185983994715,5.292567428401227,700.1625660489124,212.5,231.0
49,323.7692307692308,48.38461538461539,13.0,1.3932288539245543,4.068428945128219,538.2192458659206,228.53846153846155,242.0
50,196.25,50.583333333333336,12.0,1.1165551127934714,3.9088200952233594,517.1043250972568,157.75,179.0
51,740.4347826086956,50.43478260869565,23.0,1.0635183109461226,5.4115163798060095,715.8985210785033,217.08695652173913,243.0
52,455.1764705882353,51.8235294117647,17.0,1.2503645433956239,4.652426491681278,615.477254628669,219.58823529411765,243.0
53,909.8333333333334,52.916666666666664,12.0,1.0060994305285191,3.9088200952233594,517.1043250972568,196.08333333333334,209.0
54,1270.0,52.5,10.0,1.2566370614233509,3.5682482323055424,472.04950573208737,194.3,217.0
55,1320.1176470588234,55.05882352941177,17.0,1.257190637869441,4.652426491681278,615.477254628669,210.35294117647058,231.0
56,384.0,53.833333333333336,12.0,1.6290025362028238,3.9088200952233594,517.1043250972568,200.58333333333334,226.0
57,297.1818181818182,57.09090909090909,11.0,1.3175850953161343,3.742410318509555,495.08969838615985,154.72727272727272,177.0
58,368.61538461538464,58.38461538461539,13.0,1.55714602173725,4.068428945128219,538.2192458659206,175.0,200.0
59,554.9230769230769,58.53846153846154,13.0,1.2461244004744552,4.068428945128219,538.2192458659206,180.0,194.0
60,1479.0666666666666,61.333333333333336,15.0,1.2092175857888032,4.370193722368317,578.1402111883085,204.06666666666666,216.0
61,774.9166666666666,60.916666666666664,12.0,1.6290025362028238,3.9088200952233594,517.1043250972568,197.25,220.0
62,815.8,65.7,10.0,1.865647953384217,3.5682482323055424,472.04950573208737,173.9,192.0
63,1241.7777777777778,66.55555555555556,18.0,1.1095247457045099,4.787307364817192,633.3208701372743,227.38888888888889,248.0
64,474.40909090909093,68.31818181818181,22.0,0.9042474527854789,5.292567428401227,700.1625660489124,210.63636363636363,227.0
65,482.7,67.9,10.0,1.539225409746966,3.5682482323055424,472.04950573208737,200.3,227.0
66,822.7,72.5,20.0,1.2389643882638939,5.046265044040321,667.5788131178341,206.6,234.0
67,1356.642857142857,73.85714285714286,14.0,1.13505476231887,4.222008245644752,558.5365074967536,226.28571428571428,241.0
68,405.46153846153845,79.15384615384616,13.0,1.3932288539245543,4.068428945128219,538.2192458659206,160.53846153846155,176.0
69,333.7692307692308,80.23076923076923,13.0,1.332828266209514,4.068428945128219,538.2192458659206,155.53846153846155,166.0
70,545.4444444444445,83.16666666666667,18.0,1.0780241689001568,4.787307364817192,633.3208701372743,210.66666666666666,239.0
71,283.06666666666666,83.2,15.0,1.257624288160649,4.370193722368317,578.1402111883085,154.13333333333333,171.0
