label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_nm,refined_diam_px,refined_diam_nm,mean_intensity,max_intensity
134,774.0570741307675,397.46949486114147,4573.0,0.7567766204164702,76.30546794348292,205.86604807408148,73.17498720734002,197.42026148642682,40182.649682921496,59624.0
135,641.1295126353791,924.1739620938628,4432.0,0.7567920438086012,75.11988859327629,202.667449833572,68.9562054266485,186.03832574466352,40703.7666967509,61423.0
136,938.8616266375545,186.18968340611355,3664.0,0.6934253632338814,68.30190108561867,184.27306497691234,78.10935354919468,210.73278712744334,37586.881277292574,55512.0
137,1318.017901017901,545.0473850473851,2849.0,0.8166445354097172,60.228394158822454,162.4913891689703,60.228394158822454,162.4913891689703,40179.320463320466,62451.0
138,395.6769900179166,479.6222165344254,3907.0,0.7212453386680077,70.5304678935301,190.28555993931275,69.08368906494486,186.38226640209606,37143.70284105452,57311.0
139,99.25093516209476,255.78304239401496,3208.0,0.7854365587753503,63.91050351476197,172.42542564254663,57.35558007735048,154.74076660228542,39478.58073566085,56797.0
140,1508.489606741573,978.8924157303371,3560.0,0.6125878001698172,67.32557299612964,181.6390098977181,53.51519904820561,144.3797258161349,37022.79915730337,57825.0
141,407.7514511873351,296.1197889182058,3790.0,0.8406324772522845,69.46637945471367,187.41473445846114,70.89133082814371,191.2591392678655,36367.398680738785,56026.0
142,977.9546965918537,719.8667913549459,4812.0,0.5544551667332341,78.27406140775885,211.17715575322077,57.400978365689824,154.8632475523619,39765.302369077304,62194.0
143,243.9531055900621,674.6869565217391,3220.0,0.839766276078686,64.02992530096552,172.7476160679809,66.65679403126154,179.83469775282114,35554.752795031054,51400.0
144,669.1416015625,106.5224609375,2048.0,0.7374525372133437,51.064611891383386,137.7682377140011,48.96965345481381,132.11620744881128,42806.5625,60652.0
145,1300.602126994057,21.43321864247732,3197.0,0.7431786827361261,63.80083717725274,172.12955463725373,57.257161569329384,154.47524134112516,38904.188927119176,59624.0
146,990.1357274887774,42.51518352257724,3787.0,0.8111994621936953,69.438880721913,187.34054507726353,77.98520450307151,210.39784293292672,35756.59255347241,54741.0
147,715.5388331475287,43.540691192865104,2691.0,0.8884423663919475,58.534499356211484,157.92139650311012,66.9394531099239,180.59728933432592,36667.24340393906,54741.0
148,110.0256806930693,200.91769801980197,3232.0,0.751544529250356,64.14912476865172,173.06920669584085,54.93796839161454,148.2182436831047,40645.361076732675,60652.0
149,1176.446507760532,976.520509977827,3608.0,0.537813710267582,67.77793355808708,182.85944250503434,53.874767700017934,145.3498132732324,36434.023835920176,58082.0
150,576.7440694954895,947.6648847310391,2993.0,0.8436990076467097,61.73172569588786,166.54725738944978,70.5957683599128,190.46173537357595,36700.596057467425,53713.0
151,146.0962199312715,700.5479954180985,4365.0,0.6973981096299953,74.54992027339121,201.12972090398765,79.13760767483066,213.50693449807918,37721.064604811,62194.0
152,716.9743384121892,774.1844426623898,2494.0,0.851209974383106,56.35121493428066,152.0310697954945,59.81898200715948,161.3868279367557,36090.46672012831,51400.0
153,1244.6,994.887536231884,3450.0,0.6764199494727595,66.2772693261899,178.81077046051425,59.47960067734991,160.4712042594359,38801.71101449275,58082.0
154,513.9870232009438,910.1631930790405,2543.0,0.840191692138486,56.90209277576282,153.51729414158604,55.73487035984974,150.36822144124582,37811.54187966968,57825.0
155,800.8370183196463,494.6023373341756,3166.0,0.7898155352847165,63.49075837184121,171.29298682655786,56.978885718319034,153.7244753571673,38945.890397978525,60909.0
156,275.5303098338572,67.67355186349349,2227.0,0.84502509226849,53.249455078199695,143.66276984457653,51.064862049350474,137.76891262018364,38746.529411764706,57825.0
157,510.05651254155333,992.2048957388939,3309.0,0.7194930875221885,64.9087794795793,175.11869433354659,66.24024162275015,178.7108726788501,40327.56391659111,61680.0
158,884.0007558578988,92.578231292517,2646.0,0.8757624918530303,58.04301711118436,156.59541672460654,63.996147071305835,172.65648510661745,33220.503779289495,52428.0
159,421.99326032013477,819.2923336141533,2374.0,0.902383491922047,54.97882027836971,148.32845880541922,57.234361623123334,154.41372891025694,35883.760320134796,54484.0
160,567.0781772575251,876.260033444816,2392.0,0.8731726490195483,55.18685523751566,148.88972048239827,59.71500746213232,161.10631293223605,34302.301421404685,50886.0
