label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_nm,mean_intensity,max_intensity
321,858.6516220028209,550.0324400564175,709.0,0.9106696648109885,30.045412914740087,23.159995773307845,133.91948938760476,188.20490771286993
322,533.6419213973799,545.6375545851529,229.0,0.9558164768066202,17.075475271404667,13.162339829882674,117.70869395212522,140.22519145934095
323,1530.1636363636364,545.7272727272727,165.0,0.8646166981158542,14.494292838262302,11.172679231396245,109.89701401775339,139.90507558737895
325,457.0833333333333,553.2583333333333,240.0,0.9721523798423544,17.480774889473267,13.474758150377346,116.26091175850405,143.02909214828713
327,560.9923076923077,556.3038461538462,260.0,0.9350215988105474,18.19456736586892,14.024972946334838,106.64846190600177,117.99493444621663
330,751.1395348837209,552.1395348837209,43.0,0.8836963743145267,7.399277020331919,5.703606903413514,101.37366318523591,103.3878730620684
331,585.0327868852459,553.0983606557377,61.0,0.9288193859954207,8.812923024107548,6.793291893441893,101.99501592273224,104.8431180130823
332,191.10256410256412,561.3589743589744,39.0,1.167859516311286,7.046725639945928,5.431848665216439,94.93486044674677,96.83921501044654
333,1517.4755639097743,570.8721804511279,532.0,0.8664244654768307,26.026206750102993,20.06185902780214,112.46346748857616,155.27006387503326
335,1261.4285714285713,575.4904761904762,630.0,0.8725219563855415,28.32209231647889,21.831603386588373,112.42004912029107,141.45922501775343
336,536.6484716157205,577.5807860262008,458.0,0.9060980844562664,24.148368712786887,18.614359499983653,122.96923247354651,161.5590177557292
337,1231.2727272727273,571.2727272727273,44.0,1.093618598401635,7.48482063701911,5.769546746095352,94.0454067072218,98.19521742948194
338,277.94474393531,596.97102425876,1484.0,0.7500387598509443,43.46823534935576,33.506750259049944,139.96130337203974,195.81639936060185
341,565.115894039735,585.317880794702,302.0,0.9527595474669975,19.60913925979463,15.115371643045275,124.5554872622032,160.20141879730608
344,963.8076923076923,581.2564102564103,78.0,0.9487570327865699,9.965574970333758,7.681794051107282,95.79446000865943,97.99658311972239
345,474.9172510518934,592.5582047685834,713.0,0.9267519687665988,30.130048048354833,23.2252353272575,138.0829444162849,187.79958641386767
346,1227.8353371667538,610.9064296915839,1913.0,0.6764840743437633,49.352884911404786,38.04283233491289,142.13460125709858,191.87457999523343
347,1373.8781575037146,598.2912332838039,673.0,0.7598726273509012,29.2726871606753,22.564353262124822,111.26881423420816,141.58828805562783
348,337.4390243902439,597.9444444444445,738.0,0.9459950495267851,30.653723819701746,23.628901893112154,146.73090587107208,207.47677503275514
349,506.05985037406487,594.785536159601,401.0,0.9452864805775439,22.595775212167435,17.41756919412066,129.175558930151,163.2530421291337
351,1529.467032967033,604.2967032967033,182.0,0.80464342310097,15.222667215103916,11.734134237420196,83.31629478657896,87.55383086989255
352,108.46858638743456,605.5837696335078,382.0,0.6390652149306034,22.05396803500069,16.999926342323686,103.89476837471503,129.7722076262142
354,547.8214285714286,603.9285714285714,28.0,1.1737826689538549,5.970821321441846,4.602506111670983,101.7236447103764,102.53069338992167
355,435.82326951399114,616.1045655375552,679.0,0.9403847752155281,29.40288507740653,22.664714112872506,133.16841828493722,185.3923682862339
356,1417.4640792733278,622.1090008257638,1211.0,0.8893326963335167,39.26694651579471,30.268258183609582,142.2303882803042,190.72118979187886
357,879.9682242990655,620.6560747663551,535.0,0.943207039175748,26.099485750361293,20.118344899408246,141.48075294564717,195.13675936947976
358,1319.607188703466,621.0320924261874,779.0,0.9393733840059434,31.493707392885515,24.27638895078012,130.15649702178712,182.8893247372136
359,523.7478632478633,619.7286324786324,468.0,0.9420359613631911,24.410573670769317,18.816475734360125,126.65544804992857,168.5944851293346
361,1086.6934306569342,621.0930656934306,548.0,0.9095575652800396,26.414679072721462,20.361306313663103,128.52061476463922,173.90328188649855
362,1172.9828850855745,618.6430317848411,409.0,0.7502257328540315,22.820056393372074,17.590452529872177,122.5829961909572,156.01608583951966
363,842.6299559471365,625.7830396475771,908.0,0.913855398416502,34.00149271163735,26.209472631389552,151.7375732439057,210.70078494861554
364,1485.8653667595172,626.9238625812442,1077.0,0.8126130880679927,37.03078435139837,28.54455059394146,125.2334910845414,165.29207493746856
365,1034.2995978552278,633.1166219839142,1492.0,0.920588928636569,43.585242924008845,33.59694355884251,161.18578966519314,222.76980460210012
366,1290.2,615.2666666666667,30.0,1.1766561392153048,6.180387232371033,4.764046431490261,91.81426454955131,93.35326829744163
367,161.11684782608697,632.3763586956521,736.0,0.6461564722754889,30.612159429303247,23.59686268936811,129.03730130072245,172.0358112290589
368,799.1943127962086,625.7677725118483,422.0,0.9363829791572518,23.179885415554555,17.867820614528164,118.04121968072012,150.16939326450463
369,489.8325991189427,628.8105726872246,454.0,0.8397170663847743,24.04268606686374,18.532895828978777,118.64529249685582,149.83694724357554
372,308.0014556040757,642.7991266375545,687.0,0.9238292778400743,29.575590733458846,22.797841331844282,127.03896733778201,179.4703718610424
373,1155.3742937853108,656.3820621468926,1416.0,0.7277462095720566,42.46065467400368,32.730073824326276,142.2273284049208,196.04849127572453
