label,x_px,y_px,x_init_px,y_init_px,center_offset_px,area_px,circularity,eq_diam_px,eq_diam_nm,refined_diam_px,refined_diam_nm,radius_change_factor,quality_score,gradient_sharpness,profile_symmetry,edge_contrast,center_quality,angular_variance,angular_cv,mean_intensity,max_intensity
57,655.5144286905755,837.1194328607172,655.5144286905755,837.1194328607172,0.0,5995.0,0.8978628725843628,87.36744857604175,471.4199000500634,89.15960136734518,481.09005184596214,0.02051282051235096,0.7688310552425697,5259.537653915073,0.8910740655628753,0.2274403193320595,0.5135307879945603,16663642.943550806,0.0947302914213184,46802.477898248544,59686.0
58,244.87347133898737,381.507235471266,243.6379493402093,382.742757470044,1.7472919672822391,6593.0,0.7446220913952559,91.62133113221466,494.37312716313784,91.62133113221466,494.37312716313784,0.0,0.7487730603105255,3821.854865316051,0.9053102819563624,0.18406191050411747,0.3333676416413025,82798036.42986575,0.19996912570056272,48393.93462763537,62150.0
59,539.6535177857176,170.66185988506183,538.4179957869395,171.8973818838399,1.7472919672822391,6646.0,0.8225919293334554,91.98885809873875,496.3562401949175,93.87580903409747,506.53790666045415,0.020512820512374342,0.7482757797340299,4220.0696996749875,0.9369791411524027,0.1734395370739075,0.3082457738835457,97145055.40531754,0.22441645100308721,48473.29009930785,62757.0
60,417.29623345775366,392.0615880556498,417.29623345775366,392.0615880556498,0.0,5894.0,0.8965653012987305,86.62836646658558,467.43193863139646,88.40535859923348,477.020286090502,0.020512820512346885,0.7787744176647758,5473.270117146611,0.9175300802354017,0.2291526210436949,0.5000572285828814,18712067.623094376,0.09997711118663616,46896.47997964031,60481.0
61,1175.2449258094844,447.1784422132215,1176.4804478082624,445.9429202144434,1.747291967282259,6342.0,0.8222799169961562,89.86036497093923,484.871253121143,89.86036497093923,484.871253121143,0.0,0.8306824370011197,7163.1937883794135,0.9225905951078738,0.28600985520682326,0.3821625508904916,56005526.32678127,0.16166875788060905,48909.476348155156,62163.0
62,283.63144417890067,680.4774667121885,283.63144417890067,680.4774667121885,0.0,5858.0,0.9132888149035508,86.3634022781559,466.002236914542,89.90651621777255,485.12027740334366,0.04102564102469088,0.7539751618576,4612.351080794791,0.8883331119682099,0.1969385791808937,0.4298107041837094,30104744.223305404,0.13266056202559828,46913.06572208945,61092.0
63,745.501690549026,434.5660924166801,745.501690549026,434.5660924166801,0.0,6211.0,0.8814792640155965,88.927446901112,479.8373858124272,90.75159965805788,489.6802039829385,0.020512820512359073,0.8176728615389681,6442.451019224669,0.9181660264251125,0.2583122961592574,0.39876193617798794,45128063.2166411,0.1507761923278577,48656.68732893254,60697.0
64,331.03662190711907,355.94928200427745,329.801099908341,355.94928200427745,1.235521998778097,6546.0,0.8329825260650896,91.29417319761637,492.6078385648944,91.29417319761637,492.6078385648944,0.0,0.7868292114808839,5183.510796477298,0.8926827618521229,0.2242709064480162,0.3984081254284566,51220110.32302542,0.150998896903666,48945.165444546285,61480.0
65,1071.2227713710415,33.89383122826286,1071.2227713710415,33.89383122826286,0.0,5463.0,0.8722008350243469,83.40088508456127,450.01699776582825,86.82245985726121,468.47923357160573,0.04102564102465711,0.6607798344480983,3232.0835240449346,0.9300052817446195,0.12960344703139196,0.4123850274149592,41220691.881382145,0.14249183009104688,48615.98480688267,60987.0
66,1510.9553058676654,727.9131086142322,1510.9553058676654,727.9131086142322,0.0,4005.0,0.75757878040268,71.40955381924975,385.3138127845224,71.40955381924975,385.3138127845224,0.0,0.5163408923986531,1673.2222771991298,0.9483151466851356,0.05598414885823831,0.2811015973289098,131855730.95644894,0.2557432648914924,49254.98277153558,62239.0
